Artist Name,Genre,Popularity,Followers,ID,URI,Followers to Popularity (%),Number of Genres,Genres,Years Active
Free Throw,emo,54,110840,49b68DLRK5eCbtJf7Xx4Cc,spotify:artist:49b68DLRK5eCbtJf7Xx4Cc,205259.26,4,"alternative emo, anthem emo, emo, midwest emo",Unknown
Anberlin,emo,54,318830,5v61OSg53KaQxGMpErkBNp,spotify:artist:5v61OSg53KaQxGMpErkBNp,590425.93,1,pop emo,Unknown
Bring Me The Horizon,metalcore,80,6015280,1Ffb6ejR6Fe5IamqA5oRUF,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,7519100.0,5,"melodic metalcore, metalcore, modern rock, rock, uk metalcore",Unknown
Bad Omens,metalcore,74,1506595,3Ri4H12KFyu98LMjSoij5V,spotify:artist:3Ri4H12KFyu98LMjSoij5V,2035939.19,1,american metalcore,Unknown
A Day To Remember,metalcore,71,2398547,4NiJW4q9ichVqL1aUsgGAN,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,3378235.21,5,"alternative metal, metalcore, neon pop punk, pop punk, screamo",Unknown
I Prevail,metalcore,70,1594286,3Uobr6LgQpBbk6k4QGAb3V,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,2277551.43,3,"alternative metal, nu-metalcore, post-grunge",Unknown
Motionless In White,metalcore,70,1753343,6MwPCCR936cYfM1dLsGVnl,spotify:artist:6MwPCCR936cYfM1dLsGVnl,2504775.71,2,"alternative metal, metalcore",Unknown
Ice Nine Kills,metalcore,69,1010646,52qKfVcIV4GS8A8Vay2xtt,spotify:artist:52qKfVcIV4GS8A8Vay2xtt,1464704.35,1,metalcore,Unknown
Spiritbox,metalcore,67,752452,4MzJMcHQBl9SIYSjwWn8QW,spotify:artist:4MzJMcHQBl9SIYSjwWn8QW,1123062.69,1,canadian metalcore,Unknown
Bullet For My Valentine,metalcore,68,3164295,7iWiAD5LLKyiox2grgfmUT,spotify:artist:7iWiAD5LLKyiox2grgfmUT,4653375.0,5,"alternative metal, nu metal, post-grunge, uk metalcore, welsh metal",Unknown
The Plot In You,metalcore,66,461268,1cJ5tVoeAEFcZBAwSZ0CtF,spotify:artist:1cJ5tVoeAEFcZBAwSZ0CtF,698890.91,1,metalcore,Unknown
Asking Alexandria,metalcore,66,2264419,1caBfBEapzw8z2Qz9q0OaQ,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,3430937.88,6,"alternative metal, metalcore, pop punk, post-grunge, trancecore, uk metalcore",Unknown
Killswitch Engage,metalcore,65,1977910,37394IP6uhnjIpsawpMu4l,spotify:artist:37394IP6uhnjIpsawpMu4l,3042938.46,6,"alternative metal, boston metal, melodic metalcore, metalcore, nu metal, post-grunge",Unknown
Catch Your Breath,metalcore,65,169782,2fqPOGxG12nEERj8YG7p22,spotify:artist:2fqPOGxG12nEERj8YG7p22,261203.08,1,american metalcore,Unknown
Dayseeker,metalcore,63,351224,5FjQVp1Lb0kltmwIuu5kfj,spotify:artist:5FjQVp1Lb0kltmwIuu5kfj,557498.41,1,metalcore,Unknown
Escape the Fate,metalcore,64,1364779,5ojhEavq6altxW8fWIlLum,spotify:artist:5ojhEavq6altxW8fWIlLum,2132467.19,7,"alternative metal, metalcore, neon pop punk, pixie, pop punk, post-grunge, screamo",Unknown
Beartooth,metalcore,63,811492,6vwjIs0tbIiseJMR3pqwiL,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,1288082.54,3,"melodic metalcore, metalcore, pop punk",Unknown
Wage War,metalcore,62,535424,6bu7CtcOMWcS0BMq7snHW6,spotify:artist:6bu7CtcOMWcS0BMq7snHW6,863587.1,2,"melodic metalcore, metalcore",Unknown
Memphis May Fire,metalcore,63,875020,7cNNNhdJDrt3vgQjwSavNf,spotify:artist:7cNNNhdJDrt3vgQjwSavNf,1388920.63,3,"melodic metalcore, metalcore, pop punk",Unknown
Of Mice & Men,metalcore,61,1318883,4tususHNaR68xdgLstlGBA,spotify:artist:4tususHNaR68xdgLstlGBA,2162103.28,5,"alternative metal, melodic metalcore, metalcore, pop punk, post-grunge",Unknown
Our Last Night,metalcore,63,1145684,00YTqRClk82aMchQQpYMd5,spotify:artist:00YTqRClk82aMchQQpYMd5,1818546.03,1,american metalcore,Unknown
Loathe,metalcore,61,381449,4G9wSdX0klmoHfjm9i6DLd,spotify:artist:4G9wSdX0klmoHfjm9i6DLd,625326.23,4,"nu-metalcore, progressive metalcore, uk metalcore, zoomergaze",Unknown
Electric Callboy,metalcore,68,900390,1WNoKxsp715jez1Td4vthc,spotify:artist:1WNoKxsp715jez1Td4vthc,1324102.94,3,"comic metal, german metalcore, trancecore",Unknown
We Came As Romans,metalcore,63,874880,6qO6LhD6FuXK5e2PtfAIMz,spotify:artist:6qO6LhD6FuXK5e2PtfAIMz,1388698.41,5,"christian rock, melodic metalcore, metalcore, pop punk, trancecore",Unknown
Underoath,metalcore,61,652480,3GzWhE2xadJiW8MqRKIVSK,spotify:artist:3GzWhE2xadJiW8MqRKIVSK,1069639.34,8,"christian metal, christian metalcore, melodic metalcore, metalcore, pop punk, post-hardcore, screamo, tampa indie",Unknown
All That Remains,metalcore,60,1381660,2zgG1GPDvjaBgxeQaVXI14,spotify:artist:2zgG1GPDvjaBgxeQaVXI14,2302766.67,5,"alternative metal, melodic metalcore, metalcore, nu metal, post-grunge",Unknown
Architects,metalcore,65,1041418,3ZztVuWxHzNpl0THurTFCv,spotify:artist:3ZztVuWxHzNpl0THurTFCv,1602181.54,5,"mathcore, melodic metalcore, metalcore, progressive metalcore, uk metalcore",Unknown
Currents,metalcore,61,265890,5pqvAI85RMxL9K0xHvSwGu,spotify:artist:5pqvAI85RMxL9K0xHvSwGu,435885.25,3,"melodic metalcore, metalcore, progressive deathcore",Unknown
As I Lay Dying,metalcore,62,1050024,2vd2HnNh4pdYa9gDVHFjEu,spotify:artist:2vd2HnNh4pdYa9gDVHFjEu,1693587.1,5,"alternative metal, christian metal, melodic metalcore, metalcore, nu metal",Unknown
Caskets,metalcore,62,184409,2XIbOWDT5vZPW7jNyzdfcK,spotify:artist:2XIbOWDT5vZPW7jNyzdfcK,297433.87,1,metalcore,Unknown
The Amity Affliction,metalcore,62,747265,6kNKUYGn6VNGsRoXmyoDPK,spotify:artist:6kNKUYGn6VNGsRoXmyoDPK,1205266.13,3,"australian metalcore, melodic metalcore, metalcore",Unknown
Silverstein,metalcore,60,740779,1Tsag5J854qxeOo2apszug,spotify:artist:1Tsag5J854qxeOo2apszug,1234631.67,8,"canadian post-hardcore, canadian rock, metalcore, neon pop punk, pop emo, pop punk, post-hardcore, screamo",Unknown
Senses Fail,metalcore,57,461624,591yCCsZCLXvaJ0Rg38vLZ,spotify:artist:591yCCsZCLXvaJ0Rg38vLZ,809866.67,6,"emo, metalcore, neon pop punk, pop punk, post-hardcore, screamo",Unknown
Atreyu,metalcore,60,979949,3LkSiHbjqOHCKCqBfEZOTv,spotify:artist:3LkSiHbjqOHCKCqBfEZOTv,1633248.33,6,"alternative metal, melodic metalcore, metalcore, nu metal, post-grunge, screamo",Unknown
Get Scared,metalcore,59,726528,5r9uIJCoquVtEkCkvcn8Ez,spotify:artist:5r9uIJCoquVtEkCkvcn8Ez,1231403.39,1,metalcore,Unknown
Trivium,metalcore,62,1612532,278ZYwGhdK6QTzE3MFePnP,spotify:artist:278ZYwGhdK6QTzE3MFePnP,2600858.06,8,"alternative metal, groove metal, melodic metalcore, melodic thrash, metal, metalcore, nu metal, post-grunge",Unknown
Slaughter to Prevail,metalcore,62,797588,24Oiw7BlvO1BETecDLJt6m,spotify:artist:24Oiw7BlvO1BETecDLJt6m,1286432.26,3,"russian metal, russian metalcore, slamming deathcore",Unknown
Polaris,metalcore,61,339029,0v2e0oznnTaIXKLGKHphfX,spotify:artist:0v2e0oznnTaIXKLGKHphfX,555785.25,4,"australian metalcore, australian post-hardcore, melodic metalcore, metalcore",Unknown
In Flames,metalcore,66,1222223,57ylwQTnFnIhJh4nu4rxCs,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,1851853.03,9,"alternative metal, gothenburg metal, melodic death metal, melodic metalcore, metal, swedish alternative rock, swedish death metal, swedish melodeath, swedish metal",Unknown
Make Them Suffer,metalcore,60,302697,0FZcPgWI3BsFQl4rOAGSHT,spotify:artist:0FZcPgWI3BsFQl4rOAGSHT,504495.0,8,"australian metalcore, blackened deathcore, brutal deathcore, deathcore, melodic deathcore, melodic metalcore, metalcore, symphonic deathcore",Unknown
Lorna Shore,metalcore,61,728802,6vXYoy8ouRVib302zxaxFF,spotify:artist:6vXYoy8ouRVib302zxaxFF,1194757.38,3,"blackened deathcore, melodic metalcore, symphonic deathcore",Unknown
Parkway Drive,metalcore,63,1161442,159qqlGwzE04xyqpfAwRLo,spotify:artist:159qqlGwzE04xyqpfAwRLo,1843558.73,5,"alternative metal, australian metalcore, melodic metalcore, metalcore, nu metal",Unknown
The Devil Wears Prada,metalcore,57,668552,0NbQe5CNgh4YApOCDuHSjb,spotify:artist:0NbQe5CNgh4YApOCDuHSjb,1172898.25,4,"christian metal, christian metalcore, melodic metalcore, metalcore",Unknown
FEVER 333,metalcore,62,267030,1B0155rdv175D1tQ8VH7Oy,spotify:artist:1B0155rdv175D1tQ8VH7Oy,430693.55,2,"la indie, nu-metalcore",Unknown
August Burns Red,metalcore,57,732793,5p9CTsn5ueGU4oScNX1axu,spotify:artist:5p9CTsn5ueGU4oScNX1axu,1285601.75,4,"christian metal, christian metalcore, melodic metalcore, metalcore",Unknown
The Word Alive,metalcore,60,345239,1CF8aEN939swnuIZGFI7Hk,spotify:artist:1CF8aEN939swnuIZGFI7Hk,575398.33,3,"melodic metalcore, metalcore, trancecore",Unknown
Holding Absence,metalcore,58,153161,2tl280wIokrLjabzrSKTgU,spotify:artist:2tl280wIokrLjabzrSKTgU,264070.69,2,"metalcore, uk pop punk",Unknown
Hatebreed,metalcore,58,660088,17Mb968quDHpjCkIyq30QV,spotify:artist:17Mb968quDHpjCkIyq30QV,1138082.76,7,"alternative metal, connecticut hardcore, hardcore, industrial metal, melodic metalcore, metalcore, nu metal",Unknown
Emmure,metalcore,56,358422,1C62FV9Cltn9L4c9jAwCyk,spotify:artist:1C62FV9Cltn9L4c9jAwCyk,640039.29,5,"deathcore, melodic metalcore, metalcore, nu-metalcore, rap metal",Unknown
Counterparts,metalcore,56,219227,5LyRnL0rysObxDRxzSfV1z,spotify:artist:5LyRnL0rysObxDRxzSfV1z,391476.79,5,"canadian hardcore, canadian metal, melodic metalcore, metalcore, modern melodic hardcore",Unknown
The Ghost Inside,metalcore,57,366957,6kQB2RN7WwryMdJ1MoQh1E,spotify:artist:6kQB2RN7WwryMdJ1MoQh1E,643784.21,2,"melodic metalcore, metalcore",Unknown
Fit For A King,metalcore,56,427275,0OgdRTPItr9dw4XYp4JJUx,spotify:artist:0OgdRTPItr9dw4XYp4JJUx,762991.07,4,"christian metalcore, christian rock, melodic metalcore, metalcore",Unknown
Hozier,pop-rock,86,8076442,2FXC3k01G6Gw61bmprjgqS,spotify:artist:2FXC3k01G6Gw61bmprjgqS,9391211.63,4,"irish singer-songwriter, modern rock, pop, pov: indie",Unknown
Imagine Dragons,pop-rock,89,55313370,53XhwfbYqKCa1cC15pYq2q,spotify:artist:53XhwfbYqKCa1cC15pYq2q,62149853.93,3,"modern rock, pop, rock",Unknown
The Neighbourhood,pop-rock,86,18578425,77SW9BnxLY8rJ0RciFqkHh,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,21602819.77,3,"modern alternative rock, modern rock, pop",Unknown
Twenty One Pilots,pop-rock,83,24837649,3YQKmKGau1PzlVlkL1iodx,spotify:artist:3YQKmKGau1PzlVlkL1iodx,29924878.31,4,"modern rock, pop, pov: indie, rock",Unknown
Fall Out Boy,pop-rock,80,10968185,4UXqAaa6dQYAk18Lv7PEgX,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,13710231.25,4,"emo, modern rock, pop, rock",Unknown
OneRepublic,pop-rock,84,17646695,5Pwc4xIPtQLFEnJriah9YJ,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,21007970.24,2,"piano rock, pop",Unknown
My Chemical Romance,pop-rock,81,9107725,7FBcuc1gsnv6Y1nwFtNRCb,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,11244104.94,5,"emo, modern rock, pop punk, pov: indie, rock",Unknown
The Lumineers,pop-rock,79,5543441,16oZKvXb6WkQlVAjwo2Wbg,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,7017013.92,4,"folk-pop, modern rock, neo mellow, stomp and holler",Unknown
Paramore,pop-rock,80,8915864,74XFHRwlV6OrjEM0A2NCMF,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,11144830.0,7,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",Unknown
Dominic Fike,pop-rock,79,1934643,6USv9qhCn6zfxlBQIYJ9qs,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,2448915.19,2,"alternative pop rock, pov: indie",Unknown
blink-182,pop-rock,79,8632957,6FBDaR13swtiWwGhX1WQsP,spotify:artist:6FBDaR13swtiWwGhX1WQsP,10927793.67,6,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",Unknown
Bon Iver,pop-rock,79,3732376,4LEiUm1SRbFMgfqnQTwUbQ,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,4724526.58,5,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",Unknown
Pierce The Veil,pop-rock,75,3254179,4iJLPqClelZOBCBifm8Fzv,spotify:artist:4iJLPqClelZOBCBifm8Fzv,4338905.33,3,"modern rock, pop punk, screamo",Unknown
Weezer,pop-rock,76,3938973,3jOstUTkEu2JkjvRdBA5Gu,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,5182859.21,5,"alternative rock, modern power pop, modern rock, permanent wave, rock",Unknown
Glass Animals,pop-rock,77,4336084,4yvcSjfu4PC0CYQyLy4wSq,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,5631277.92,5,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",Unknown
The Offspring,pop-rock,79,5933837,5LfGQac0EIXyAN8aUwmNAQ,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,7511186.08,7,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",Unknown
Florence + The Machine,pop-rock,78,6914576,1moxjboGR7GNWYIMWsRjgG,spotify:artist:1moxjboGR7GNWYIMWsRjgG,8864841.03,4,"baroque pop, modern rock, neo mellow, uk alternative pop",Unknown
The Cranberries,pop-rock,78,4649005,7t0rwkOPGlDPEhaOcVtOt9,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,5960262.82,3,"irish rock, pop rock, rock",Unknown
Florida Georgia Line,pop-rock,73,5470818,3b8QkneNDz4JHKKKlLgYZg,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,7494271.23,5,"contemporary country, country, country pop, country road, modern country rock",Unknown
Vance Joy,pop-rock,78,3210280,10exVja0key0uqUkk6LJRT,spotify:artist:10exVja0key0uqUkk6LJRT,4115743.59,2,"folk-pop, modern rock",Unknown
The 1975,pop-rock,78,7472142,3mIj9lX2MWuHmhNCA7LSCW,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,9579669.23,5,"modern alternative rock, modern rock, pop, pov: indie, rock",Unknown
Train,pop-rock,76,4354909,3FUY2gzHeIiaesXtOAdB7A,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,5730143.42,4,"dance pop, neo mellow, pop, pop rock",Unknown
The Goo Goo Dolls,pop-rock,76,3002026,2sil8z5kiy4r76CRTXxBCA,spotify:artist:2sil8z5kiy4r76CRTXxBCA,3950034.21,4,"neo mellow, permanent wave, pop rock, post-grunge",Unknown
Willie Nelson,pop-rock,72,2341526,5W5bDNCqJ1jbCgTxDD0Cb3,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,3252119.44,7,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter",Unknown
The Beach Boys,pop-rock,74,4709827,3oDbviiivRWhXwIE8hxkVV,spotify:artist:3oDbviiivRWhXwIE8hxkVV,6364631.08,8,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",Unknown
Beach House,pop-rock,74,2387145,56ZTgzPBDge0OvCGgMO3OY,spotify:artist:56ZTgzPBDge0OvCGgMO3OY,3225871.62,8,"art pop, baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie",Unknown
Måneskin,pop-rock,80,9875702,0lAWpj5szCSwM4rUMHYmrr,spotify:artist:0lAWpj5szCSwM4rUMHYmrr,12344627.5,2,"indie rock italiano, italian pop",Unknown
Maná,pop-rock,80,11945656,7okwEbXzyT2VffBmyQBWLz,spotify:artist:7okwEbXzyT2VffBmyQBWLz,14932070.0,6,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",Unknown
Wham!,pop-rock,76,2848897,5lpH0xAS4fVfLkACg9DAuM,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,3748548.68,4,"new romantic, new wave, new wave pop, soft rock",Unknown
Sam Hunt,pop-rock,70,2351431,2kucQ9jQwuD8jWdtR9Ef38,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,3359187.14,4,"contemporary country, country, country pop, modern country rock",Unknown
The Script,pop-rock,78,8304396,3AQRLZ9PuTAozP28Skbq8V,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,10646661.54,2,"celtic rock, pop",Unknown
Tears For Fears,pop-rock,75,3662330,4bthk9UfsYUYdcFyqxmSUU,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,4883106.67,7,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",Unknown
Bastille,pop-rock,76,5587546,7EQ0qTo7fWT7DPxmxtSYEc,spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc,7352034.21,3,"metropopolis, modern rock, pop",Unknown
Rise Against,pop-rock,73,2776173,6Wr3hh341P84m3EI8qdn9O,spotify:artist:6Wr3hh341P84m3EI8qdn9O,3802976.71,8,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk",Unknown
The Fray,pop-rock,73,4098382,0zOcE3mg9nS6l3yxt1Y0bK,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,5614221.92,4,"neo mellow, piano rock, pop, pop rock",Unknown
Big Thief,pop-rock,71,979904,5QdyldG4Fl4TPiOIeMNpBZ,spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ,1380146.48,8,"art pop, brooklyn indie, chamber pop, countrygaze, indie pop, indie rock, pov: indie, small room",Unknown
Sum 41,pop-rock,75,4014622,0qT79UgT5tY4yudH9VfsdT,spotify:artist:0qT79UgT5tY4yudH9VfsdT,5352829.33,8,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",Unknown
Father John Misty,pop-rock,71,871720,2kGBy2WHvF0VdZyqiVCkDT,spotify:artist:2kGBy2WHvF0VdZyqiVCkDT,1227774.65,5,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler",Unknown
All Time Low,pop-rock,70,3080302,46gyXjRIvN1NL1eCB8GBxo,spotify:artist:46gyXjRIvN1NL1eCB8GBxo,4400431.43,3,"modern rock, neon pop punk, pop punk",Unknown
Bryan Adams,pop-rock,77,3971042,3Z02hBLubJxuFJfhacLSDc,spotify:artist:3Z02hBLubJxuFJfhacLSDc,5157197.4,6,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",Unknown
Jimmy Eat World,pop-rock,70,1630724,3Ayl7mCk0nScecqOzvNp6s,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,2329605.71,11,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",Unknown
The All-American Rejects,pop-rock,68,2717559,3vAaWhdBR38Q02ohXqaNHT,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,3996410.29,7,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",Unknown
X Ambassadors,pop-rock,73,3042132,3NPpFNZtSTHheNBaWC82rB,spotify:artist:3NPpFNZtSTHheNBaWC82rB,4167304.11,3,"modern alternative rock, modern rock, stomp pop",Unknown
The Ronettes,pop-rock,71,342687,7CyeXFnOrfC1N6z4naIpgo,spotify:artist:7CyeXFnOrfC1N6z4naIpgo,482657.75,4,"brill building pop, classic girl group, motown, rock-and-roll",Unknown
Sufjan Stevens,pop-rock,72,2118166,4MXUO7sVCaFgFjoTI5ox5c,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,2941897.22,6,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter",Unknown
